Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,ExplicitOld,Popularity,Added By,Added At,Genres,,,,,,Explicit
spotify:track:4gD68gReo8iXcV9FeRTyQL,Two-Headed Boy Pt. 2,spotify:artist:2ooIqOf4X2uz4mMptXCtie,Neutral Milk Hotel,spotify:album:0vVekV45lOaVKs6RZQQNob,In the Aeroplane Over the Sea,spotify:artist:2ooIqOf4X2uz4mMptXCtie,Neutral Milk Hotel,1998-02-20,https://i.scdn.co/image/ab67616d0000b273589ce9a911c6e65b1f80c558,1,11,313973,https://p.scdn.co/mp3-preview/f9d385cc5f10758452c9863fdcc177cb60811f32?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,spotify:user:adanias,2022-10-21T18:49:37Z,"alternative rock,anti-folk,chamber pop,elephant 6,indie pop,indie rock,lo-fi",,,,,,FALSE
spotify:track:4cOdK2wGLETKBW3PvgPWqT,Never Gonna Give You Up,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,1,213573,https://p.scdn.co/mp3-preview/135c5c2caba0db75f946dec7e93fdb752fe8d399?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:5owW7rEIdQkbL39wt0iEv8,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,2,233666,https://p.scdn.co/mp3-preview/46024802e65c7db5f68079372261bcbc2fdbcd5e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:5eFiEFtrq5dLgVHSZANUNl,Together Forever,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,3,205533,https://p.scdn.co/mp3-preview/05877a9c2ce3bb311ca040cae55ca50e09e7f84e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:1YdjBLwswLbmoK2abgdp3P,It Would Take a Strong Strong Man,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,4,220826,https://p.scdn.co/mp3-preview/68958bc7270da9d0d0d2b6f1b73428f95f611f20?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:6RFfPtZrp24dizU3Vq38EP,The Love Has Gone,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,5,260160,https://p.scdn.co/mp3-preview/9e06b5aedb0e18b1ef1aaa651bea580c009775b4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:0hTSv1xPoQ6PIJp8OMzSql,Don't Say Goodbye,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,6,249240,https://p.scdn.co/mp3-preview/dd1d3c25595129618833394dc1b066c1a49445a5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:3bvrkDfaPU5hELptyFqIBV,Slipping Away,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,7,232893,https://p.scdn.co/mp3-preview/b1e3f0aff91aed27c9f821f8b3c90a7fd06042e8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,33,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:7ksH5cE4jUYXoTCfcrcq0H,No More Looking for Love,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,8,192800,https://p.scdn.co/mp3-preview/876e14dba4bd82977d07ac44e6458d397dcb5cd8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:5Su2VhRNod6YDjE65BYJy3,You Move Me,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,9,222533,https://p.scdn.co/mp3-preview/cfe163bc3643396fea5223e8adf7d645fec9bb7f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:38kgUGexsy9l9mUMGyi8oH,When I Fall in Love,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,spotify:album:5Z9iiGl2FcIfa3BMiv6OIw,Whenever You Need Somebody,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,Rick Astley,1987-11-12,https://i.scdn.co/image/ab67616d0000b2735755e164993798e0c9ef7d7a,1,10,183026,https://p.scdn.co/mp3-preview/cb8728c99ed2c95539fe7ea7a650213c9ae073bc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,spotify:user:adanias,2022-10-21T18:50:00Z,"disco,new romantic,new wave pop,soft rock,sophisti-pop,synthpop",,,,,,FALSE
spotify:track:7dVDWf0wud70V4PgYfKnaG,Burnout,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,1,127533,https://p.scdn.co/mp3-preview/9b86a051fdbe8d84c503d3c91f126d618716c1b7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:0eUJzAGs9OKSOmLVpsng7e,Having a Blast,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,2,164666,https://p.scdn.co/mp3-preview/f7f6fb23b8dd112f120281989c77e2deca887da6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:1Cq8IdsiaMiieYuLN8iEm0,Chump,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,3,174040,https://p.scdn.co/mp3-preview/c0d5482e1ecc1271f7017487625ca41cb6090ea7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:3LRJbFT9rKoKv4aW7PuBJC,Longview,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,4,233240,https://p.scdn.co/mp3-preview/d348dfee1498cefe3bd230eb7639b72684c14502?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,66,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,TRUE
spotify:track:5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,5,224133,https://p.scdn.co/mp3-preview/42422c6beaf6abc92d99de7838f9538060d6a142?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:5z2XqieaqxpCJc3ntZ6Ye3,Pulling Teeth,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,6,150826,https://p.scdn.co/mp3-preview/febf58050da9ad9594d4513d32a7c71a67b4b8e5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:6L89mwZXSOwYl76YXfX13s,Basket Case,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,7,181533,https://p.scdn.co/mp3-preview/376dab935db96e1893f5fb14059147f9399844c5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:4wsQGsdf8D0Bj26cGdvreB,She,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,8,134293,https://p.scdn.co/mp3-preview/5ecfe711ae3f430dd15de8c9b77bda5da05e531a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:4oqF9y2thGJh7hFd1hqItt,Sassafras Roots,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,9,157626,https://p.scdn.co/mp3-preview/3b5957496cdfd23e9ac16c65ad974bdb042e663e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,10,178000,https://p.scdn.co/mp3-preview/4453e5851f9aedbdd79c7ca010e908c179a32518?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:435j8ueVosOip0Vjm3vvj5,Coming Clean,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,11,94893,https://p.scdn.co/mp3-preview/b242ea6a61992fed581b239440d559b19ed23a67?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:1gPwAnimmoEt2y3LXa9ysx,Emenius Sleepus,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,12,103973,https://p.scdn.co/mp3-preview/18797f3ba298df5993c72e03b8d3e866775495f1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:4GSyhhe5HHAytp7KlmWlZX,In the End,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,13,106400,https://p.scdn.co/mp3-preview/e1eb35bdbcbe7532fae74c9d8b7960050ebbb66d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:409hGnupGUeqjzpv4Ycs3g,F.O.D.,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,14,170759,https://p.scdn.co/mp3-preview/027e212ff590fe37621171c79a4253e122347268?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:0fatcDJuNxjxA9tuBsQkrm,All by Myself,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Dookie,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,1994-02-01,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,1,15,100172,https://p.scdn.co/mp3-preview/276460391793af99ed8c64456729894dd3aa08e7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,spotify:user:adanias,2022-10-21T18:50:27Z,"permanent wave,punk",,,,,,FALSE
spotify:track:7huWsflUViqN7KktlH8wc5,Never Can Say Goodbye,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,1,309647,https://p.scdn.co/mp3-preview/a1ed0daef2e3aaa8acd66b661883fbb45abb3dcc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:72BforHtvsuWLnEO7ufbX8,(They Long To Be) Close To You,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,2,544570,https://p.scdn.co/mp3-preview/9e35cd64a51eb688b24cba8f60dc18a8a954bf5e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:6wyp0r5aarDMG4ZjQJtjc6,Nothing Takes The Place Of You,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,3,331322,https://p.scdn.co/mp3-preview/0944110807d2e95fd81ea806cc1357ff9f715da8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:4xu6MRysXVZjLGsCzw4SYc,Man's Temptation,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,4,301188,https://p.scdn.co/mp3-preview/c5917c848563c248daa2ce2c6a9e296381e59bf6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:0mY9AoyBi33QED2hRkeMtT,Part-Time Love,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,5,514068,https://p.scdn.co/mp3-preview/16b15e1299672fce7f857aa1ea09afb67244451b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:4whRRZkYmhBY0xBkB2Ukyj,Medley: Ike's Rap IV / A Brand New Me,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,6,582943,https://p.scdn.co/mp3-preview/d54cfdc176f219794aa7394c49a196a544e33d5f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,20,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:6vKVnfVoDKoHWKRpM0tvaz,Going In Circles,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,1,7,420961,https://p.scdn.co/mp3-preview/b71ad0dd2322cbcfd9ab188507c0f3cd530ba692?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:2SeCEifXBjzN1J7UGFapQ8,Never Gonna Give You Up,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,1,349839,https://p.scdn.co/mp3-preview/03d8e12d7c31e4c7ed3517aa9e00a6cd79ab5eb7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:2JOQ5uf96YYnc3dhW6cZtX,Medley: Ike's Rap II / Help Me Love,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,2,453405,https://p.scdn.co/mp3-preview/e8c9261d9d185ae29ee9719022d9df75728c50be?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,40,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:79sBuyB5xoVIy4DeAn2XEO,Need To Belong To Someone,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,3,316019,https://p.scdn.co/mp3-preview/3488570689ca913558960fe36c251ad7466bd2b3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,17,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:0XoWFQSIvFZ0lhzYE7HWLx,Good Love 6-9-9-6-9,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,4,317924,https://p.scdn.co/mp3-preview/1c4370551cb2984127033c56f3e37f6f4769768b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:5LN57HqOm9RFGno4NHLPHh,Medley: Ike's Rap III / Your Love Is So Doggone Good,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,5,559244,https://p.scdn.co/mp3-preview/4effca1ab8166f636dfab6825c5259e93873e962?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:73J9wxoTAxY91rOXtYHOeA,For The Good Times,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,6,322362,https://p.scdn.co/mp3-preview/867ba60fd5975fe5f7eeed3e059e063b2daaa2b5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,19,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:4RTnOmFmpVtP4Np1agvPxQ,I'll Never Fall In Love Again,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,spotify:album:0zYfUaLDEeWVYkohFTVLmd,Black Moses,spotify:artist:3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,2016-01-01,https://i.scdn.co/image/ab67616d0000b273400845b60edb57f5581fea8b,2,7,296506,https://p.scdn.co/mp3-preview/d163e8793a47762e4af5e3181ae79594decd5f55?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,17,spotify:user:adanias,2022-10-21T18:51:30Z,"classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul",,,,,,FALSE
spotify:track:3cWmqvMwVQKDigWLSZ3w9h,Rockstar Made,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Playboi Carti,spotify:album:2QRedhP5RmKJiJ1i8VgDGR,Whole Lotta Red,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Playboi Carti,2020-12-25,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,1,1,193574,https://p.scdn.co/mp3-preview/7cd8f1f00c62764abdd6491605f2c97a5e44ecbd?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,73,spotify:user:adanias,2022-10-21T18:52:21Z,"atl hip hop,plugg,pluggnb,rap",,,,,,TRUE
