Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,ExplicitOld,Popularity,Added By,Added At,Genres,,,,,,Explicit
spotify:track:620q3OKfZXyy4dstdxSi9K,Ebony Eyes,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,spotify:album:6YUCc2RiXcEKS9ibuZxjt0,Songs In The Key Of Life,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1976-09-28,https://i.scdn.co/image/ab67616d0000b2732fee61bfec596bb6f5447c50,2,9,248933,https://p.scdn.co/mp3-preview/7ec2dc7edd35a09da5630606fc4782772ebbeca7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42,spotify:user:adanias,2022-10-21T18:37:02Z,"funk,indie r&b,motown,quiet storm,soul",,,,,,FALSE
spotify:track:3acOX53ZUy4N11zEvNa7N6,All Day Sucker,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,spotify:album:6YUCc2RiXcEKS9ibuZxjt0,Songs In The Key Of Life,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1976-09-28,https://i.scdn.co/image/ab67616d0000b2732fee61bfec596bb6f5447c50,2,10,305693,https://p.scdn.co/mp3-preview/32a8733ef7e8444c3ab916af696c1ab1d3c299bc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,spotify:user:adanias,2022-10-21T18:37:02Z,"funk,indie r&b,motown,quiet storm,soul",,,,,,FALSE
spotify:track:2pjT0KymaeuWq29iFV9raB,Easy Goin' Evening (My Mama's Call),spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,spotify:album:6YUCc2RiXcEKS9ibuZxjt0,Songs In The Key Of Life,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,1976-09-28,https://i.scdn.co/image/ab67616d0000b2732fee61bfec596bb6f5447c50,2,11,236933,https://p.scdn.co/mp3-preview/24b50fdf566f9d8b07c31c4d6740674c8e86de60?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,spotify:user:adanias,2022-10-21T18:37:02Z,"funk,indie r&b,motown,quiet storm,soul",,,,,,FALSE
spotify:track:2O6X9nPVVQSefg3xOQAo5u,Mysterons,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,1,305240,https://p.scdn.co/mp3-preview/43d87c17afed4c5ebb23d39f6f78c9222c7665b9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:6vTtCOimcPs5H1Jr9d0Aep,Sour Times,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,2,252266,https://p.scdn.co/mp3-preview/c72f98f6597e9c3885c755bb5d15a3323af31833?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:6pW8YspamPCxUwgvYttTSc,Strangers,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,3,237600,https://p.scdn.co/mp3-preview/fb10225bd15f26c4a0e55b3d47a141aeab9e9fd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:1cpnpMvnvmdy3hzYgd5oo9,It Could Be Sweet,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,4,257160,https://p.scdn.co/mp3-preview/0fbfa6e24c3272501c997ccd733f6e896cba5989?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:7h14W1uQK7sjpVI1oVTobt,Wandering Star,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,5,293200,https://p.scdn.co/mp3-preview/52b316b25f799f7df6473e84a47de248d3fbace3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:6JHGaBhtCbfEtOh5ea7fLI,It's A Fire,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,6,226200,https://p.scdn.co/mp3-preview/bcbfb950680ed3b7faa5aafc27b4516bdc1edd17?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:7lR743VxfubUw5m9dpnR9x,Numb,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,7,235800,https://p.scdn.co/mp3-preview/66ac983848c1400ec15f1680d794c1f517078e09?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:2sW8fmnISifQTRgnRrQTYW,Roads,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,8,303973,https://p.scdn.co/mp3-preview/e2c688fb1bf65ff8ac33e12e912596620a703452?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:20DMYgVdOaR7sjsu8QMSoH,Pedestal,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,9,220400,https://p.scdn.co/mp3-preview/d31109d91d4591d72a0a5718e1430af21c35737e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:6dDcfbMUFkFDk6x93kITY7,Biscuit,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,10,302600,https://p.scdn.co/mp3-preview/041ff221ca685bf4bdfaa1909aed69839d713e8c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:3Ty7OTBNSigGEpeW2PqcsC,Glory Box,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:album:3539EbNgIdEDGBKkUf4wno,Dummy,spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,1994-01-01,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1,11,308626,https://p.scdn.co/mp3-preview/d24242f85219c0d9604ef4e6fc73424703b621d2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,spotify:user:adanias,2022-10-21T18:37:29Z,"dark pop,electronica,laboratorio,trip hop",,,,,,FALSE
spotify:track:2fCdOF4nBAeQaXW84WjoiU,Geyser,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,1,143570,https://p.scdn.co/mp3-preview/b0f89afbce701eab7d0f18fc79e5b3572255ddda?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:2nifujUVU1XyhTSHI2kQ8g,Why Didn't You Stop Me?,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,2,141978,https://p.scdn.co/mp3-preview/dcd3a6788045cfea930dc4d2d3e7f23fa86343ec?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:6zg1bV9ESNLTmtB0Os3FA4,Old Friend,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,3,112910,https://p.scdn.co/mp3-preview/65452f8954ce535d2635525319d0586175f71cb8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:7fd3aMiuwHWKsTdZafjOfZ,A Pearl,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,4,156145,https://p.scdn.co/mp3-preview/24f3b0bb224988882ce2f311e86688cf861883ea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:3bjPPTMGBp8e36BYJaXDO2,Lonesome Love,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,5,110919,https://p.scdn.co/mp3-preview/a412a290e0fed84f02be7e355dbc20f60baba35c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,58,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,TRUE
spotify:track:6QqUgSjdtWhqsEdz72XhCD,Remember My Name,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,6,135313,https://p.scdn.co/mp3-preview/bc4c9a1e20f1ff970827aa09f476df180493de8e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:3pANfZVFdtuVnJsE6xa5Ox,Me and My Husband,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,7,137141,https://p.scdn.co/mp3-preview/09f082e7876a25f1c1ac9242d10ee9230be88853?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:6DkFiavp15l8YTHQXuFuEZ,Come into the Water,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,8,92384,https://p.scdn.co/mp3-preview/abe791fd1ed0785a54be51280991c68df9c939f8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:2P5yIMu2DNeMXTyOANKS6k,Nobody,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,9,193429,https://p.scdn.co/mp3-preview/a96d01527158d7a70c6ef1b52e426ed690bbde9d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:51vArgRF64yIWk3JIcRITo,Pink in the Night,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,10,136667,https://p.scdn.co/mp3-preview/905f9e16cb12d91380d2224d70123a15812fa62c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:3Eu47MEKQ27HOIonzTgB0e,A Horse Named Cold Air,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,11,123159,https://p.scdn.co/mp3-preview/7bf0e90883d52be7beb576f125be9535bee13614?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:3jjsRKEsF42ccXf8kWR3nu,Washing Machine Heart,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,12,128198,https://p.scdn.co/mp3-preview/aa4073085d84897475a94110ddda62b20cf96310?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:47tkc0WVv9y0ZwPVh93g9Q,Blue Light,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,13,103560,https://p.scdn.co/mp3-preview/af7da1d83d2546b34acfe43d002f5a23931f4b89?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:0pM91oR6zMZcepPBklxO8Q,Two Slow Dancers,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:album:42cH7mrkfljkqkxA2Ip9Xq,Be the Cowboy,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,2018-08-17,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,14,239303,https://p.scdn.co/mp3-preview/a4df7c9dc92af16e4382bac905802a5ef2f7e7c7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,spotify:user:adanias,2022-10-21T18:37:42Z,"brooklyn indie,pop",,,,,,FALSE
spotify:track:0mouikhdkvV8UH8XZfMTvV,Faith In Nothing Except In Salvation,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,1,93215,https://p.scdn.co/mp3-preview/6bba04b17f8c42fb47c4f88360d3e6e0b7137a28?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:0ZTLlGCJPlvVwUQKNqaU31,Economy of Freedom,"spotify:artist:0qu422H5MOoQxGjd4IzHbS, spotify:artist:67QjO1hSxmYnra5p51qjig","Yves Tumor, Croatian Amor",spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,2,295803,https://p.scdn.co/mp3-preview/3434be5de9def1ea34432c4a6fd209d83d3a02c7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,33,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b,danish experimental,deconstructed club,new isolationism,outsider house",,,,,,FALSE
spotify:track:1yfWsdSGjKydKEpFCvzHMD,Honesty,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,3,301384,https://p.scdn.co/mp3-preview/aedf791245fd207a4045e0a8231308612d4c9fef?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:6fhH6tRpDX77lDmqBy9LF7,Noid,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,4,209094,https://p.scdn.co/mp3-preview/f97a6b974ad785a90cb522e92ee93dc2b8f4ab61?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:3pihS07XVQEavaS9n7kObt,Licking An Orchid,"spotify:artist:0qu422H5MOoQxGjd4IzHbS, spotify:artist:25BObiRSDCMwVrBGIVaLIf","Yves Tumor, James K",spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,5,278311,https://p.scdn.co/mp3-preview/e9a98c5bd11bd1e9caeba0e0fea1a616c7094ab8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b,deconstructed club,new isolationism",,,,,,FALSE
spotify:track:6z1TKEurXotxsMGB0Kuuka,Lifetime,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,6,222684,https://p.scdn.co/mp3-preview/bd3e5067a3ffccd8b3171c1c3f0008b63abf9779?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:2x7MXU6986tM8HLIzMCJQm,Hope In Suffering (Escaping Oblivion & Overcoming Powerlessness),"spotify:artist:0qu422H5MOoQxGjd4IzHbS, spotify:artist:6Vrx4NO23zUu57fTnqx19L, spotify:artist:2ctwc8mjxxPLK9dbn6jjp6","Yves Tumor, Oxhy, Puce Mary",spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,7,296002,https://p.scdn.co/mp3-preview/77db7b622137f045201f8b89fb4b9789290909c1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b,deconstructed club,danish experimental,death industrial,electra,fluxwork,industrial noise,mandible,new isolationism,power electronics",,,,,,FALSE
spotify:track:3ghtOcSMima0cduZihPKY4,Recognizing The Enemy,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,8,289160,https://p.scdn.co/mp3-preview/0711af835e7b989f664ab3b12960cdba57bf533e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:5Gcv66Guk5nVIJtSoIXhFU,All The Love We Have Now,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,9,202376,https://p.scdn.co/mp3-preview/234afc97f03076903ca33bb6e032fa3194e47fcf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,29,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:3TDzMZCY2BARhRLawVS9Dk,Let The Lioness In You Flow Freely,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,spotify:album:1IpYZkYoYCjXTYMDEW8Ksk,Safe In The Hands of Love,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-09-05,https://i.scdn.co/image/ab67616d0000b273f5533d680fa116232aa10cbc,1,10,332448,https://p.scdn.co/mp3-preview/ac7be18023551c3e7d8eed4b2e8486122c14739f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,spotify:user:adanias,2022-10-21T18:38:02Z,"alternative r&b,art pop,escape room,experimental r&b",,,,,,FALSE
spotify:track:7jRBeWs7TvE8N8W4tEk3nb,Summer Connection,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,spotify:album:53YDN7b4vQ5MLMSPcnh9Os,SUNSHOWER,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,1977-07-25,https://i.scdn.co/image/ab67616d0000b273867f9c4d0391216d4e3d132b,1,1,270733,https://p.scdn.co/mp3-preview/0b1ed9177804918b836877c77a969e9426e30c73?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,spotify:user:adanias,2022-10-21T18:38:13Z,"anime,anime score,classic city pop,japanese new wave,techno kayo",,,,,,FALSE
spotify:track:06acnazExu3JIGfkeaAmrP,Kusuri o Takusan,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,spotify:album:53YDN7b4vQ5MLMSPcnh9Os,SUNSHOWER,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,1977-07-25,https://i.scdn.co/image/ab67616d0000b273867f9c4d0391216d4e3d132b,1,2,249293,https://p.scdn.co/mp3-preview/cd3738f36638834de656a53df2413ac59e6803b4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,spotify:user:adanias,2022-10-21T18:38:13Z,"anime,anime score,classic city pop,japanese new wave,techno kayo",,,,,,FALSE
spotify:track:3xcZ5tTH1PBHzb1miiApl0,Nani mo Iranai,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,spotify:album:53YDN7b4vQ5MLMSPcnh9Os,SUNSHOWER,spotify:artist:5QeCklzEEYSSLWeUxuWeBy,Taeko Onuki,1977-07-25,https://i.scdn.co/image/ab67616d0000b273867f9c4d0391216d4e3d132b,1,3,242666,https://p.scdn.co/mp3-preview/c0e438c241c3c94353732e88d78f1c79100bd3e9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,spotify:user:adanias,2022-10-21T18:38:13Z,"anime,anime score,classic city pop,japanese new wave,techno kayo",,,,,,FALSE
